,company_id,assets,nace_4digit,nace_2digit,country,is_biotech,all_bvdid,Description,is_financial
308,9608015.0,751325.0,2562.0,25.0,26.0,False,BE0420420269,"Manufacture of fabricated metal products, except machinery and equipment",False
309,9674760.0,204820347.0,6511.0,65.0,60.0,False,SE5362010505,"Insurance, reinsurance and pension funding, except compulsory social security",False
310,9685975.0,305262671000.0,6500.0,65.0,161.0,False,FR334028123,"Insurance, reinsurance and pension funding, except compulsory social security",False
311,9713515.0,6383239000.0,6630.0,66.0,161.0,False,FR437574452,Activities auxiliary to financial services and insurance activities,False
312,9749829.0,4876016.0,7320.0,73.0,26.0,False,BE0475158656,Advertising and market research,False
313,9761588.0,2246238000.0,6420.0,64.0,26.0,False,BE0253445063,"Financial service activities, except insurance and pension funding",True
314,9785405.0,,9420.0,94.0,60.0,False,SE8020019769,Activities of membership organisations,False
315,9793881.0,389637913.0,6619.0,66.0,116.0,False,GBOC302228,Activities auxiliary to financial services and insurance activities,False
316,9822377.0,94233629.0,7022.0,70.0,161.0,False,FR522915164,Activities of head offices; management consultancy activities,False
317,9883774.0,59674103.0,4120.0,41.0,26.0,False,BE0401722926,Construction of buildings,False
318,9917983.0,8233998.0,5610.0,56.0,11.0,False,NO888972692,Food and beverage service activities,False
319,9954172.0,249609000.0,2740.0,27.0,129.0,False,FI01109462,Manufacture of electrical equipment,False
320,9990257.0,324227920.0,6619.0,66.0,116.0,False,GBOC380907,Activities auxiliary to financial services and insurance activities,False
321,10008132.0,2746014700.0,7010.0,70.0,116.0,False,GB06404270,Activities of head offices; management consultancy activities,False
322,10038371.0,11690507000.0,6419.0,64.0,161.0,False,FR778134601,"Financial service activities, except insurance and pension funding",True
323,10103501.0,98456000000.0,6419.0,64.0,129.0,False,FI02425221,"Financial service activities, except insurance and pension funding",True
324,10124785.0,262042361.0,2351.0,23.0,26.0,False,BE0437977764,Manufacture of other non-metallic mineral products,False
325,10132599.0,9413610000.0,6419.0,64.0,161.0,False,FR777456179,"Financial service activities, except insurance and pension funding",True
326,10150388.0,1756694.0,7022.0,70.0,26.0,False,BE0883830544,Activities of head offices; management consultancy activities,False
327,10239031.0,2309170000.0,7312.0,73.0,26.0,False,BE0465607720,Advertising and market research,False
328,10249533.0,27037931000.0,6419.0,64.0,161.0,False,FR353821028,"Financial service activities, except insurance and pension funding",True
329,10261485.0,769919000.0,6419.0,64.0,34.0,False,ATFEB46784,"Financial service activities, except insurance and pension funding",True
330,10279779.0,17018000.0,5829.0,27.0,161.0,False,FR450486170,Manufacture of electrical equipment,False
